DATAFLOW,FREQ: Frequency,SPECIFICATION: Specification,TIME_PERIOD: Time period,OBS_VALUE,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_X021(1.0),A: Annual,CM03004: Préizerdaul,2019,1703,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM03004: Préizerdaul,2020,1698,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM03004: Préizerdaul,2021,1725,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM03004: Préizerdaul,2022,1763,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1821,766,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1851,1347,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1871,1252,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1880,1208,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1890,1129,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1900,1324,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1910,1096,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1922,1088,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1930,964,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1935,961,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1947,893,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1960,739,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1970,688,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1978,706,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1979,713,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1981,715,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1983,710,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1984,730,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1985,750,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1986,750,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1987,750,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1988,759,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1989,791,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1990,793,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1991,786,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1992,790,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1993,798,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1994,824,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1995,808,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1996,835,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1997,872,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1998,902,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,1999,961,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2000,985,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2001,946,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2002,943,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2003,917,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2004,942,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2005,970,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2006,1000,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2007,955,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2008,998,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2009,1003,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2010,1034,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2011,1078,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2012,1130,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2013,1160,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2014,1187,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2015,1260,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2016,1231,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2017,1287,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2018,1265,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2019,1259,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2020,1273,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2021,1305,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM06002: Bech,2022,1330,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1821,11096,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1851,16071,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1871,15341,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1880,15504,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1890,14685,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1900,15507,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1910,16162,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1922,15160,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1930,15346,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1935,15413,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1947,14446,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1960,14647,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1970,15269,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1978,15831,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1979,16033,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1981,16403,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1983,16620,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1984,16710,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1985,16810,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1986,16910,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1987,17110,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1988,17281,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1989,17648,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1990,17993,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1991,18152,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1992,18503,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1993,18829,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1994,19074,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1995,19461,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1996,19857,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1997,20357,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1998,20626,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,1999,20917,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2000,21279,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2001,21650,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2002,21972,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2003,22438,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2004,22701,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2005,22944,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2006,23234,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2007,23725,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2008,24081,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2009,24532,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2010,24969,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2011,25599,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2012,26135,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2013,26673,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2014,27295,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2015,27959,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2016,28492,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2017,29525,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2018,29828,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2019,30361,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2020,30887,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2021,31378,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT07: Canton Grevenmacher,2022,31748,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1821,1742,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1851,2437,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1871,2251,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1880,2208,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1890,1940,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1900,1974,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1910,1858,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1922,1747,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1930,1783,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1935,1770,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1947,1716,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1960,1801,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1970,2138,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1978,2346,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1979,2345,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1981,2376,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1983,2350,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1984,2370,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1985,2420,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1986,2380,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1987,2400,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1988,2445,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1989,2440,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1990,2496,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1991,2536,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1992,2630,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1993,2670,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1994,2716,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1995,2694,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1996,2714,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1997,2736,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1998,2747,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,1999,2782,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2000,2917,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2001,2883,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2002,2885,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2003,2909,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2004,2950,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2005,2978,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2006,3095,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2007,3183,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2008,3173,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2009,3166,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2010,3217,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2011,3332,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2012,3421,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2013,3442,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2014,3443,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2015,3476,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2016,3482,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2017,3632,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2018,3645,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2019,3707,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2020,3732,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2021,3787,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08005: Remich,2022,3825,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1821,23953,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1851,35194,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1871,39755,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1880,43499,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1890,45397,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1900,52062,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1910,57828,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1922,59740,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1930,67907,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1935,72221,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1947,76900,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1960,89492,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1970,101654,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1978,113916,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1979,114441,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1981,114225,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1983,113280,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1984,112880,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1985,113220,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1986,113610,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1987,114350,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1988,114872,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1989,115314,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1990,115082,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1991,117471,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1992,117899,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1993,118600,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1994,119767,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1995,121155,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1996,122880,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1997,124433,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1998,126198,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,1999,127320,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2000,128821,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2001,125019,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2002,126534,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2003,127327,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2004,129361,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2005,131064,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2006,134270,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2007,136616,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2008,139390,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2009,143697,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2010,147017,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2011,151592,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2012,157397,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2013,162464,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2014,167199,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2015,172332,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2016,177969,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2017,179369,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2018,182607,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2019,186533,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2020,190671,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2021,193509,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT11: Canton Luxembourg,2022,198476,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1821,2542,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1851,4406,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1871,5240,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1880,4977,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1890,4778,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1900,4671,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1910,4868,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1922,4693,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1930,4338,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1935,4358,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1947,3886,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1960,3299,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1970,2985,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1978,2666,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1979,2658,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1981,2633,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1983,2580,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1984,2590,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1985,2610,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1986,2640,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1987,2600,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1988,2607,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1989,2690,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1990,2725,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1991,2747,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1992,2812,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1993,2873,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1994,2972,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1995,3001,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1996,2971,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1997,3038,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1998,3071,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,1999,3131,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2000,3176,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2001,3381,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2002,3403,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2003,3413,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2004,3498,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2005,3542,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2006,3626,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2007,3633,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2008,3652,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2009,3687,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2010,3729,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2011,3782,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2012,3870,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2013,3944,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2014,4008,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2015,4099,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2016,4141,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2017,4227,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2018,4336,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2019,4392,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2020,4503,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2021,4574,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM01005: Wincrange,2022,4691,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM03002: Ell,1821,788,,,,,,0: Zero
